year,month,site,block,plot,total,deoc,ipac,deva,other,log_total,station,mean_maxF,mean_minF,precip_in,precip_mm,cum_mammal,shan_mammal,rich_mammal,liz_estimates,mam_estimates,mean_maxC,mean_minC,tempdifF,tempdifC,elevation,rain_year,plotidname,plotID
2019,April,Intermediate,2,Open,9,9,0,0,0,2.302585093,Loraine,68.5,41.8,0.04,1.016002032,8,0.5895476,2,85,6,20.27777778,5.444444444,26.7,14.83333333,1290.8,2018/2019,Intermediate.Open.2,11
2019,April,Intermediate,2,Total,11,11,0,0,0,2.48490665,Loraine,68.5,41.8,0.04,1.016002032,23,0.687067,2,85,#N/A,20.27777778,5.444444444,26.7,14.83333333,1290.8,2018/2019,Intermediate.Total.2,17
2019,April,Intermediate,2,Partial,0,0,0,0,0,0,Loraine,68.5,41.8,0.04,1.016002032,12,0.748017,2,48,2,20.27777778,5.444444444,26.7,14.83333333,1290.8,2018/2019,Intermediate.Partial.2,14
2019,April,Intermediate,1,Total,3,3,0,0,0,1.386294361,Loraine,68.5,41.8,0.04,1.016002032,23,0.687067,2,138,32,20.27777778,5.444444444,26.7,14.83333333,1290.8,2018/2019,Intermediate.Total.1,8
2019,April,Intermediate,1,Open,1,1,0,0,0,0.693147181,Loraine,68.5,41.8,0.04,1.016002032,8,0.5895476,2,130,#N/A,20.27777778,5.444444444,26.7,14.83333333,1290.8,2018/2019,Intermediate.Open.1,2
2019,April,Intermediate,1,Partial,5,5,0,0,0,1.791759469,Loraine,68.5,41.8,0.04,1.016002032,12,0.748017,2,134,8,20.27777778,5.444444444,26.7,14.83333333,1290.8,2018/2019,Intermediate.Partial.1,5
2019,April,Intermediate,1,Total,0,0,0,0,0,0,Loraine,68.5,41.8,0.04,1.016002032,23,0.687067,2,138,32,20.27777778,5.444444444,26.7,14.83333333,1290.8,2018/2019,Intermediate.Total.1,8
2019,April,Intermediate,2,Open,11,11,0,0,0,2.48490665,Loraine,68.5,41.8,0.04,1.016002032,8,0.5895476,2,85,6,20.27777778,5.444444444,26.7,14.83333333,1290.8,2018/2019,Intermediate.Open.2,11
2019,April,Intermediate,2,Partial,15,15,0,0,0,2.772588722,Loraine,68.5,41.8,0.04,1.016002032,12,0.748017,2,48,2,20.27777778,5.444444444,26.7,14.83333333,1290.8,2018/2019,Intermediate.Partial.2,14
2019,April,Intermediate,2,Total,1,1,0,0,0,0.693147181,Loraine,68.5,41.8,0.04,1.016002032,23,0.687067,2,85,#N/A,20.27777778,5.444444444,26.7,14.83333333,1290.8,2018/2019,Intermediate.Total.2,17
2019,April,Intermediate,3,Open,30,29,0,0,1,3.433987204,Loraine,68.5,41.8,0.04,1.016002032,8,0.5895476,2,208,#N/A,20.27777778,5.444444444,26.7,14.83333333,1290.8,2018/2019,Intermediate.Open.3,20
2019,April,Intermediate,3,Partial,37,37,0,0,0,3.63758616,Loraine,68.5,41.8,0.04,1.016002032,12,0.748017,2,163,#N/A,20.27777778,5.444444444,26.7,14.83333333,1290.8,2018/2019,Intermediate.Partial.3,23
2019,April,Intermediate,3,Total,53,53,0,0,0,3.988984047,Loraine,68.5,41.8,0.04,1.016002032,23,0.687067,2,177,2,20.27777778,5.444444444,26.7,14.83333333,1290.8,2018/2019,Intermediate.Total.3,26
2019,April,Intermediate,1,Open,0,0,0,0,0,0,Loraine,68.5,41.8,0.04,1.016002032,8,0.5895476,2,130,#N/A,20.27777778,5.444444444,26.7,14.83333333,1290.8,2018/2019,Intermediate.Open.1,2
2019,April,Intermediate,1,Partial,3,3,0,0,0,1.386294361,Loraine,68.5,41.8,0.04,1.016002032,12,0.748017,2,134,8,20.27777778,5.444444444,26.7,14.83333333,1290.8,2018/2019,Intermediate.Partial.1,5
2019,April,Mesic,1,Partial,7,7,0,0,0,2.079441542,Chuchupate,65.2,32.4,#N/A,#N/A,62,1.3021472,4,#N/A,216,18.44444444,0.222222222,32.8,18.22222222,1493.5,2018/2019,Mesic.Partial.1,6
2019,April,Mesic,1,Open,6,6,0,0,0,1.945910149,Chuchupate,65.2,32.4,#N/A,#N/A,48,1.1649914,3,#N/A,29,18.44444444,0.222222222,32.8,18.22222222,1493.5,2018/2019,Mesic.Open.1,3
2019,April,Mesic,2,Total,0,0,0,0,0,0,Chuchupate,65.2,32.4,#N/A,#N/A,72,1.1596465,4,#N/A,8,18.44444444,0.222222222,32.8,18.22222222,1493.5,2018/2019,Mesic.Total.2,18
2019,April,Mesic,2,Partial,1,1,0,0,0,0.693147181,Chuchupate,65.2,32.4,#N/A,#N/A,62,1.3021472,4,#N/A,16,18.44444444,0.222222222,32.8,18.22222222,1493.5,2018/2019,Mesic.Partial.2,15
2019,April,Mesic,1,Total,3,3,0,0,0,1.386294361,Chuchupate,65.2,32.4,#N/A,#N/A,72,1.1596465,4,#N/A,63,18.44444444,0.222222222,32.8,18.22222222,1493.5,2018/2019,Mesic.Total.1,9
2019,April,Mesic,1,Open,4,4,0,0,0,1.609437912,Chuchupate,65.2,32.4,#N/A,#N/A,48,1.1649914,3,#N/A,29,18.44444444,0.222222222,32.8,18.22222222,1493.5,2018/2019,Mesic.Open.1,3
2019,April,Mesic,1,Partial,0,0,0,0,0,0,Chuchupate,65.2,32.4,#N/A,#N/A,62,1.3021472,4,#N/A,216,18.44444444,0.222222222,32.8,18.22222222,1493.5,2018/2019,Mesic.Partial.1,6
2019,April,Mesic,1,Total,11,11,0,0,0,2.48490665,Chuchupate,65.2,32.4,#N/A,#N/A,72,1.1596465,4,#N/A,63,18.44444444,0.222222222,32.8,18.22222222,1493.5,2018/2019,Mesic.Total.1,9
2019,April,Mesic,2,Open,0,0,0,0,0,0,Chuchupate,65.2,32.4,#N/A,#N/A,48,1.1649914,3,#N/A,2,18.44444444,0.222222222,32.8,18.22222222,1493.5,2018/2019,Mesic.Open.2,12
2019,April,Mesic,3,Total,1,1,0,0,0,0.693147181,Chuchupate,65.2,32.4,#N/A,#N/A,72,1.1596465,4,#N/A,18,18.44444444,0.222222222,32.8,18.22222222,1493.5,2018/2019,Mesic.Total.3,27
2019,April,Mesic,3,Partial,0,0,0,0,0,0,Chuchupate,65.2,32.4,#N/A,#N/A,62,1.3021472,4,#N/A,#N/A,18.44444444,0.222222222,32.8,18.22222222,1493.5,2018/2019,Mesic.Partial.3,24
2019,April,Mesic,3,Open,0,0,0,0,0,0,Chuchupate,65.2,32.4,#N/A,#N/A,48,1.1649914,3,#N/A,13,18.44444444,0.222222222,32.8,18.22222222,1493.5,2018/2019,Mesic.Open.3,21
2019,April,Mesic,3,Total,0,0,0,0,0,0,Chuchupate,65.2,32.4,#N/A,#N/A,72,1.1596465,4,#N/A,18,18.44444444,0.222222222,32.8,18.22222222,1493.5,2018/2019,Mesic.Total.3,27
2019,April,Mesic,2,Partial,0,0,0,0,0,0,Chuchupate,65.2,32.4,#N/A,#N/A,62,1.3021472,4,#N/A,16,18.44444444,0.222222222,32.8,18.22222222,1493.5,2018/2019,Mesic.Partial.2,15
2019,August,Arid,1,Open,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,13,0.5895476,2,52,2,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Open.1,1
2019,August,Arid,1,Partial,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,42,1.0016857,4,74,16,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Partial.1,4
2019,August,Arid,1,Total,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,34,1.2446206,4,68,16,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Total.1,7
2019,August,Arid,2,Open,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,13,0.5895476,2,61,6,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Open.2,10
2019,August,Arid,2,Partial,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,42,1.0016857,4,73,46,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Partial.2,13
2019,August,Arid,2,Total,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,34,1.2446206,4,61,41,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Total.2,16
2019,August,Arid,3,Open,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,13,0.5895476,2,83,3,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Open.3,19
2019,August,Arid,3,Partial,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,42,1.0016857,4,70,#N/A,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Partial.3,22
2019,August,Arid,3,Total,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,34,1.2446206,4,89,16,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Total.3,25
2019,August,Intermediate,1,Total,0,0,0,0,0,0,Loraine,89.6,56.9,0,0,23,0.687067,2,138,32,32,13.83333333,32.7,18.16666667,1290.8,2018/2019,Intermediate.Total.1,8
2019,August,Intermediate,2,Open,0,0,0,0,0,0,Loraine,89.6,56.9,0,0,8,0.5895476,2,85,6,32,13.83333333,32.7,18.16666667,1290.8,2018/2019,Intermediate.Open.2,11
2019,August,Intermediate,2,Partial,0,0,0,0,0,0,Loraine,89.6,56.9,0,0,12,0.748017,2,48,2,32,13.83333333,32.7,18.16666667,1290.8,2018/2019,Intermediate.Partial.2,14
2019,August,Intermediate,2,Total,0,0,0,0,0,0,Loraine,89.6,56.9,0,0,23,0.687067,2,85,#N/A,32,13.83333333,32.7,18.16666667,1290.8,2018/2019,Intermediate.Total.2,17
2019,August,Intermediate,3,Open,0,0,0,0,0,0,Loraine,89.6,56.9,0,0,8,0.5895476,2,208,#N/A,32,13.83333333,32.7,18.16666667,1290.8,2018/2019,Intermediate.Open.3,20
2019,August,Intermediate,3,Partial,0,0,0,0,0,0,Loraine,89.6,56.9,0,0,12,0.748017,2,163,#N/A,32,13.83333333,32.7,18.16666667,1290.8,2018/2019,Intermediate.Partial.3,23
2019,August,Intermediate,3,Total,0,0,0,0,0,0,Loraine,89.6,56.9,0,0,23,0.687067,2,177,2,32,13.83333333,32.7,18.16666667,1290.8,2018/2019,Intermediate.Total.3,26
2019,August,Intermediate,1,Open,0,0,0,0,0,0,Loraine,89.6,56.9,0,0,8,0.5895476,2,130,#N/A,32,13.83333333,32.7,18.16666667,1290.8,2018/2019,Intermediate.Open.1,2
2019,August,Intermediate,1,Partial,0,0,0,0,0,0,Loraine,89.6,56.9,0,0,12,0.748017,2,134,8,32,13.83333333,32.7,18.16666667,1290.8,2018/2019,Intermediate.Partial.1,5
2019,August,Mesic,1,Open,0,0,0,0,0,0,Chuchupate,88.4,43,#N/A,#N/A,48,1.1649914,3,#N/A,29,31.33333333,6.111111111,45.4,25.22222222,1493.5,2018/2019,Mesic.Open.1,3
2019,August,Mesic,1,Partial,0,0,0,0,0,0,Chuchupate,88.4,43,#N/A,#N/A,62,1.3021472,4,#N/A,216,31.33333333,6.111111111,45.4,25.22222222,1493.5,2018/2019,Mesic.Partial.1,6
2019,August,Mesic,1,Total,0,0,0,0,0,0,Chuchupate,88.4,43,#N/A,#N/A,72,1.1596465,4,#N/A,63,31.33333333,6.111111111,45.4,25.22222222,1493.5,2018/2019,Mesic.Total.1,9
2019,August,Mesic,2,Open,0,0,0,0,0,0,Chuchupate,88.4,43,#N/A,#N/A,48,1.1649914,3,#N/A,2,31.33333333,6.111111111,45.4,25.22222222,1493.5,2018/2019,Mesic.Open.2,12
2019,August,Mesic,2,Partial,0,0,0,0,0,0,Chuchupate,88.4,43,#N/A,#N/A,62,1.3021472,4,#N/A,16,31.33333333,6.111111111,45.4,25.22222222,1493.5,2018/2019,Mesic.Partial.2,15
2019,August,Mesic,2,Total,0,0,0,0,0,0,Chuchupate,88.4,43,#N/A,#N/A,72,1.1596465,4,#N/A,8,31.33333333,6.111111111,45.4,25.22222222,1493.5,2018/2019,Mesic.Total.2,18
2019,August,Mesic,3,Open,0,0,0,0,0,0,Chuchupate,88.4,43,#N/A,#N/A,48,1.1649914,3,#N/A,13,31.33333333,6.111111111,45.4,25.22222222,1493.5,2018/2019,Mesic.Open.3,21
2019,August,Mesic,3,Partial,0,0,0,0,0,0,Chuchupate,88.4,43,#N/A,#N/A,62,1.3021472,4,#N/A,#N/A,31.33333333,6.111111111,45.4,25.22222222,1493.5,2018/2019,Mesic.Partial.3,24
2019,August,Mesic,3,Total,0,0,0,0,0,0,Chuchupate,88.4,43,#N/A,#N/A,72,1.1596465,4,#N/A,18,31.33333333,6.111111111,45.4,25.22222222,1493.5,2018/2019,Mesic.Total.3,27
2019,December,Arid,2,Open,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,13,0.5895476,2,61,6,#N/A,#N/A,#N/A,#N/A,1089.7,2019/2020,Arid.Open.2,10
2019,December,Arid,2,Partial,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,42,1.0016857,4,73,46,#N/A,#N/A,#N/A,#N/A,1089.7,2019/2020,Arid.Partial.2,13
2019,December,Arid,2,Total,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,34,1.2446206,4,61,41,#N/A,#N/A,#N/A,#N/A,1089.7,2019/2020,Arid.Total.2,16
2019,December,Arid,1,Open,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,13,0.5895476,2,52,2,#N/A,#N/A,#N/A,#N/A,1089.7,2019/2020,Arid.Open.1,1
2019,December,Arid,1,Partial,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,42,1.0016857,4,74,16,#N/A,#N/A,#N/A,#N/A,1089.7,2019/2020,Arid.Partial.1,4
2019,December,Arid,1,Total,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,34,1.2446206,4,68,16,#N/A,#N/A,#N/A,#N/A,1089.7,2019/2020,Arid.Total.1,7
2019,December,Arid,3,Open,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,13,0.5895476,2,83,3,#N/A,#N/A,#N/A,#N/A,1089.7,2019/2020,Arid.Open.3,19
2019,December,Arid,3,Partial,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,42,1.0016857,4,70,#N/A,#N/A,#N/A,#N/A,#N/A,1089.7,2019/2020,Arid.Partial.3,22
2019,December,Arid,3,Total,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,34,1.2446206,4,89,16,#N/A,#N/A,#N/A,#N/A,1089.7,2019/2020,Arid.Total.3,25
2019,December,Intermediate,3,Open,0,0,0,0,0,0,Loraine,50,33.3,4.67,118.6182372,8,0.5895476,2,208,#N/A,10,0.722222222,16.7,9.277777778,1290.8,2019/2020,Intermediate.Open.3,20
2019,December,Intermediate,3,Partial,0,0,0,0,0,0,Loraine,50,33.3,4.67,118.6182372,12,0.748017,2,163,#N/A,10,0.722222222,16.7,9.277777778,1290.8,2019/2020,Intermediate.Partial.3,23
2019,December,Intermediate,3,Total,0,0,0,0,0,0,Loraine,50,33.3,4.67,118.6182372,23,0.687067,2,177,2,10,0.722222222,16.7,9.277777778,1290.8,2019/2020,Intermediate.Total.3,26
2019,December,Intermediate,2,Open,0,0,0,0,0,0,Loraine,50,33.3,4.67,118.6182372,8,0.5895476,2,85,6,10,0.722222222,16.7,9.277777778,1290.8,2019/2020,Intermediate.Open.2,11
2019,December,Intermediate,2,Total,0,0,0,0,0,0,Loraine,50,33.3,4.67,118.6182372,23,0.687067,2,85,#N/A,10,0.722222222,16.7,9.277777778,1290.8,2019/2020,Intermediate.Total.2,17
2019,December,Intermediate,2,Partial,0,0,0,0,0,0,Loraine,50,33.3,4.67,118.6182372,12,0.748017,2,48,2,10,0.722222222,16.7,9.277777778,1290.8,2019/2020,Intermediate.Partial.2,14
2019,December,Intermediate,1,Total,0,0,0,0,0,0,Loraine,50,33.3,4.67,118.6182372,23,0.687067,2,138,32,10,0.722222222,16.7,9.277777778,1290.8,2019/2020,Intermediate.Total.1,8
2019,December,Intermediate,1,Open,0,0,0,0,0,0,Loraine,50,33.3,4.67,118.6182372,8,0.5895476,2,130,#N/A,10,0.722222222,16.7,9.277777778,1290.8,2019/2020,Intermediate.Open.1,2
2019,December,Intermediate,1,Partial,0,0,0,0,0,0,Loraine,50,33.3,4.67,118.6182372,12,0.748017,2,134,8,10,0.722222222,16.7,9.277777778,1290.8,2019/2020,Intermediate.Partial.1,5
2019,December,Mesic,1,Total,0,0,0,0,0,0,Chuchupate,47.1,26.1,#N/A,#N/A,72,1.1596465,4,#N/A,63,8.388888889,-3.277777778,21,11.66666667,1493.5,2019/2020,Mesic.Total.1,9
2019,December,Mesic,1,Partial,0,0,0,0,0,0,Chuchupate,47.1,26.1,#N/A,#N/A,62,1.3021472,4,#N/A,216,8.388888889,-3.277777778,21,11.66666667,1493.5,2019/2020,Mesic.Partial.1,6
2019,December,Mesic,1,Open,0,0,0,0,0,0,Chuchupate,47.1,26.1,#N/A,#N/A,48,1.1649914,3,#N/A,29,8.388888889,-3.277777778,21,11.66666667,1493.5,2019/2020,Mesic.Open.1,3
2019,December,Mesic,2,Total,0,0,0,0,0,0,Chuchupate,47.1,26.1,#N/A,#N/A,72,1.1596465,4,#N/A,8,8.388888889,-3.277777778,21,11.66666667,1493.5,2019/2020,Mesic.Total.2,18
2019,December,Mesic,2,Partial,0,0,0,0,0,0,Chuchupate,47.1,26.1,#N/A,#N/A,62,1.3021472,4,#N/A,16,8.388888889,-3.277777778,21,11.66666667,1493.5,2019/2020,Mesic.Partial.2,15
2019,December,Mesic,2,Open,0,0,0,0,0,0,Chuchupate,47.1,26.1,#N/A,#N/A,48,1.1649914,3,#N/A,2,8.388888889,-3.277777778,21,11.66666667,1493.5,2019/2020,Mesic.Open.2,12
2019,December,Mesic,3,Total,0,0,0,0,0,0,Chuchupate,47.1,26.1,#N/A,#N/A,72,1.1596465,4,#N/A,18,8.388888889,-3.277777778,21,11.66666667,1493.5,2019/2020,Mesic.Total.3,27
2019,December,Mesic,3,Partial,0,0,0,0,0,0,Chuchupate,47.1,26.1,#N/A,#N/A,62,1.3021472,4,#N/A,#N/A,8.388888889,-3.277777778,21,11.66666667,1493.5,2019/2020,Mesic.Partial.3,24
2019,December,Mesic,3,Open,0,0,0,0,0,0,Chuchupate,47.1,26.1,#N/A,#N/A,48,1.1649914,3,#N/A,13,8.388888889,-3.277777778,21,11.66666667,1493.5,2019/2020,Mesic.Open.3,21
2019,February,Arid,1,Open,0,0,0,0,0,0,Lebec,46.7,30.3,4.63,117.6022352,13,0.5895476,2,52,2,8.166666667,-0.944444444,16.4,9.111111111,1089.7,2018/2019,Arid.Open.1,1
2019,February,Arid,1,Partial,1,0,1,0,0,0.693147181,Lebec,46.7,30.3,4.63,117.6022352,42,1.0016857,4,74,16,8.166666667,-0.944444444,16.4,9.111111111,1089.7,2018/2019,Arid.Partial.1,4
2019,February,Arid,1,Total,1,1,0,0,0,0.693147181,Lebec,46.7,30.3,4.63,117.6022352,34,1.2446206,4,68,16,8.166666667,-0.944444444,16.4,9.111111111,1089.7,2018/2019,Arid.Total.1,7
2019,February,Arid,2,Open,0,0,0,0,0,0,Lebec,46.7,30.3,4.63,117.6022352,13,0.5895476,2,61,6,8.166666667,-0.944444444,16.4,9.111111111,1089.7,2018/2019,Arid.Open.2,10
2019,February,Arid,2,Partial,0,0,0,0,0,0,Lebec,46.7,30.3,4.63,117.6022352,42,1.0016857,4,73,46,8.166666667,-0.944444444,16.4,9.111111111,1089.7,2018/2019,Arid.Partial.2,13
2019,February,Arid,2,Total,1,1,0,0,0,0.693147181,Lebec,46.7,30.3,4.63,117.6022352,34,1.2446206,4,61,41,8.166666667,-0.944444444,16.4,9.111111111,1089.7,2018/2019,Arid.Total.2,16
2019,February,Arid,3,Open,0,0,0,0,0,0,Lebec,46.7,30.3,4.63,117.6022352,13,0.5895476,2,83,3,8.166666667,-0.944444444,16.4,9.111111111,1089.7,2018/2019,Arid.Open.3,19
2019,February,Arid,3,Partial,1,0,1,0,0,0.693147181,Lebec,46.7,30.3,4.63,117.6022352,42,1.0016857,4,70,#N/A,8.166666667,-0.944444444,16.4,9.111111111,1089.7,2018/2019,Arid.Partial.3,22
2019,February,Arid,3,Total,0,0,0,0,0,0,Lebec,46.7,30.3,4.63,117.6022352,34,1.2446206,4,89,16,8.166666667,-0.944444444,16.4,9.111111111,1089.7,2018/2019,Arid.Total.3,25
2019,February,Intermediate,1,Open,0,0,0,0,0,0,Loraine,45.4,26.6,5.61,142.494285,8,0.5895476,2,130,#N/A,7.444444444,-3,18.8,10.44444444,1290.8,2018/2019,Intermediate.Open.1,2
2019,February,Intermediate,1,Partial,0,0,0,0,0,0,Loraine,45.4,26.6,5.61,142.494285,12,0.748017,2,134,8,7.444444444,-3,18.8,10.44444444,1290.8,2018/2019,Intermediate.Partial.1,5
2019,February,Intermediate,1,Total,0,0,0,0,0,0,Loraine,45.4,26.6,5.61,142.494285,23,0.687067,2,138,32,7.444444444,-3,18.8,10.44444444,1290.8,2018/2019,Intermediate.Total.1,8
2019,February,Intermediate,2,Open,0,0,0,0,0,0,Loraine,45.4,26.6,5.61,142.494285,8,0.5895476,2,85,6,7.444444444,-3,18.8,10.44444444,1290.8,2018/2019,Intermediate.Open.2,11
2019,February,Intermediate,2,Partial,0,0,0,0,0,0,Loraine,45.4,26.6,5.61,142.494285,12,0.748017,2,48,2,7.444444444,-3,18.8,10.44444444,1290.8,2018/2019,Intermediate.Partial.2,14
2019,February,Intermediate,2,Total,0,0,0,0,0,0,Loraine,45.4,26.6,5.61,142.494285,23,0.687067,2,85,#N/A,7.444444444,-3,18.8,10.44444444,1290.8,2018/2019,Intermediate.Total.2,17
2019,February,Intermediate,3,Open,0,0,0,0,0,0,Loraine,45.4,26.6,5.61,142.494285,8,0.5895476,2,208,#N/A,7.444444444,-3,18.8,10.44444444,1290.8,2018/2019,Intermediate.Open.3,20
2019,February,Intermediate,3,Partial,1,1,0,0,0,0.693147181,Loraine,45.4,26.6,5.61,142.494285,12,0.748017,2,163,#N/A,7.444444444,-3,18.8,10.44444444,1290.8,2018/2019,Intermediate.Partial.3,23
2019,February,Intermediate,3,Total,1,1,0,0,0,0.693147181,Loraine,45.4,26.6,5.61,142.494285,23,0.687067,2,177,2,7.444444444,-3,18.8,10.44444444,1290.8,2018/2019,Intermediate.Total.3,26
2019,February,Mesic,1,Open,0,0,0,0,0,0,Chuchupate,44.1,21.1,#N/A,#N/A,48,1.1649914,3,#N/A,29,6.722222222,-6.055555556,23,12.77777778,1493.5,2018/2019,Mesic.Open.1,3
2019,February,Mesic,1,Partial,0,0,0,0,0,0,Chuchupate,44.1,21.1,#N/A,#N/A,62,1.3021472,4,#N/A,216,6.722222222,-6.055555556,23,12.77777778,1493.5,2018/2019,Mesic.Partial.1,6
2019,February,Mesic,1,Total,0,0,0,0,0,0,Chuchupate,44.1,21.1,#N/A,#N/A,72,1.1596465,4,#N/A,63,6.722222222,-6.055555556,23,12.77777778,1493.5,2018/2019,Mesic.Total.1,9
2019,February,Mesic,2,Open,0,0,0,0,0,0,Chuchupate,44.1,21.1,#N/A,#N/A,48,1.1649914,3,#N/A,2,6.722222222,-6.055555556,23,12.77777778,1493.5,2018/2019,Mesic.Open.2,12
2019,February,Mesic,2,Partial,0,0,0,0,0,0,Chuchupate,44.1,21.1,#N/A,#N/A,62,1.3021472,4,#N/A,16,6.722222222,-6.055555556,23,12.77777778,1493.5,2018/2019,Mesic.Partial.2,15
2019,February,Mesic,2,Total,0,0,0,0,0,0,Chuchupate,44.1,21.1,#N/A,#N/A,72,1.1596465,4,#N/A,8,6.722222222,-6.055555556,23,12.77777778,1493.5,2018/2019,Mesic.Total.2,18
2019,February,Mesic,3,Open,0,0,0,0,0,0,Chuchupate,44.1,21.1,#N/A,#N/A,48,1.1649914,3,#N/A,13,6.722222222,-6.055555556,23,12.77777778,1493.5,2018/2019,Mesic.Open.3,21
2019,February,Mesic,3,Partial,0,0,0,0,0,0,Chuchupate,44.1,21.1,#N/A,#N/A,62,1.3021472,4,#N/A,#N/A,6.722222222,-6.055555556,23,12.77777778,1493.5,2018/2019,Mesic.Partial.3,24
2019,February,Mesic,3,Total,0,0,0,0,0,0,Chuchupate,44.1,21.1,#N/A,#N/A,72,1.1596465,4,#N/A,18,6.722222222,-6.055555556,23,12.77777778,1493.5,2018/2019,Mesic.Total.3,27
2019,January,Arid,2,Open,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,13,0.5895476,2,61,6,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Open.2,10
2019,January,Arid,2,Partial,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,42,1.0016857,4,73,46,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Partial.2,13
2019,January,Arid,2,Total,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,34,1.2446206,4,61,41,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Total.2,16
2019,January,Arid,1,Open,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,13,0.5895476,2,52,2,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Open.1,1
2019,January,Arid,1,Partial,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,42,1.0016857,4,74,16,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Partial.1,4
2019,January,Arid,1,Total,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,34,1.2446206,4,68,16,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Total.1,7
2019,January,Arid,3,Open,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,13,0.5895476,2,83,3,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Open.3,19
2019,January,Arid,3,Partial,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,42,1.0016857,4,70,#N/A,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Partial.3,22
2019,January,Arid,3,Total,0,0,0,0,0,0,Lebec,#N/A,#N/A,#N/A,#N/A,34,1.2446206,4,89,16,#N/A,#N/A,#N/A,#N/A,1089.7,2018/2019,Arid.Total.3,25
2019,January,Intermediate,3,Open,0,0,0,0,0,0,Loraine,54.6,34.4,2.86,72.64414529,8,0.5895476,2,208,#N/A,12.55555556,1.333333333,20.2,11.22222222,1290.8,2018/2019,Intermediate.Open.3,20
2019,January,Intermediate,3,Partial,0,0,0,0,0,0,Loraine,54.6,34.4,2.86,72.64414529,12,0.748017,2,163,#N/A,12.55555556,1.333333333,20.2,11.22222222,1290.8,2018/2019,Intermediate.Partial.3,23
2019,January,Intermediate,3,Total,0,0,0,0,0,0,Loraine,54.6,34.4,2.86,72.64414529,23,0.687067,2,177,2,12.55555556,1.333333333,20.2,11.22222222,1290.8,2018/2019,Intermediate.Total.3,26
2019,January,Intermediate,2,Open,0,0,0,0,0,0,Loraine,54.6,34.4,2.86,72.64414529,8,0.5895476,2,85,6,12.55555556,1.333333333,20.2,11.22222222,1290.8,2018/2019,Intermediate.Open.2,11
2019,January,Intermediate,2,Total,0,0,0,0,0,0,Loraine,54.6,34.4,2.86,72.64414529,23,0.687067,2,85,#N/A,12.55555556,1.333333333,20.2,11.22222222,1290.8,2018/2019,Intermediate.Total.2,17
